n,sign,q,value,factors,prime,rough_squarefree_P2
1276,1,13,1628189,331*4919,0,1
1276,1,17,1628193,3*7*23*3371,0,0
1276,1,19,1628195,5*43*7573,0,0
1276,1,23,1628199,3*3*131*1381,0,0
1276,1,29,1628205,3*5*19*29*197,0,0
1276,1,31,1628207,7*163*1427,0,0
1276,1,37,1628213,31*53*991,0,0
1276,1,41,1628217,3*3*113*1601,0,0
1276,1,43,1628219,107*15217,0,1
1276,-1,3,1628173,1628173,1,1
1276,-1,5,1628171,1628171,1,1
1276,-1,7,1628169,3*542723,0,0
1276,-1,11,1628165,5*7*11*4229,0,0
1276,-1,13,1628163,3*3*180907,0,0
1276,-1,17,1628159,13*125243,0,1
1276,-1,19,1628157,3*542719,0,0
1276,-1,23,1628153,1628153,1,1
1276,-1,29,1628147,23*29*2441,0,0
1276,-1,31,1628145,3*3*5*97*373,0,0
1276,-1,37,1628139,3*542713,0,0
1276,-1,41,1628135,5*325627,0,0
1276,-1,43,1628133,3*13*109*383,0,0
1278,1,3,1633287,3*544429,0,0
1278,1,5,1633289,7*233327,0,1
1278,1,7,1633291,11*37*4013,0,0
1278,1,11,1633295,5*326659,0,0
1278,1,13,1633297,19*31*47*59,0,0
1278,1,17,1633301,53*30817,0,1
1278,1,19,1633303,7*233329,0,1
1278,1,23,1633307,13*125639,0,1
1278,1,29,1633313,11*148483,0,1
1278,1,31,1633315,5*326663,0,0
1278,1,37,1633321,1633321,1,1
1278,1,41,1633325,5*5*79*827,0,0
1278,1,43,1633327,197*8291,0,1
1278,-1,3,1633281,3*13*41879,0,0
1278,-1,5,1633279,541*3019,0,1
1278,-1,7,1633277,1633277,1,1
1278,-1,11,1633273,401*4073,0,1
1278,-1,13,1633271,101*103*157,0,0
1278,-1,17,1633267,1633267,1,1
1278,-1,19,1633265,5*227*1439,0,0
1278,-1,23,1633261,7*233323,0,1
1278,-1,29,1633255,5*13*25127,0,0
1278,-1,31,1633253,23*71011,0,1
1278,-1,37,1633247,7*11*21211,0,0
1278,-1,41,1633243,1633243,1,1
1278,-1,43,1633241,17*191*503,0,0
1280,1,3,1638403,13*126031,0,1
1280,1,5,1638405,3*3*5*23*1583,0,0
1280,1,7,1638407,1093*1499,0,1
1280,1,11,1638411,3*546137,0,0
1280,1,13,1638413,7*7*29*1153,0,0
1280,1,17,1638417,3*11*131*379,0,0
1280,1,19,1638419,397*4127,0,1
1280,1,23,1638423,3*3*182047,0,0
1280,1,29,1638429,3*13*43*977,0,0
1280,1,31,1638431,1638431,1,1
1280,1,37,1638437,167*9811,0,1
1280,1,41,1638441,3*3*3*7*8669,0,0
1280,1,43,1638443,17*31*3109,0,0
1280,-1,3,1638397,37*44281,0,1
1280,-1,5,1638395,5*11*29789,0,0
1280,-1,7,1638393,3*139*3929,0,0
1280,-1,11,1638389,19*53*1627,0,0
1280,-1,13,1638387,3*3*3*3*113*179,0,0
1280,-1,17,1638383,137*11959,0,1
1280,-1,19,1638381,3*31*79*223,0,0
1280,-1,23,1638377,13*193*653,0,0
1280,-1,29,1638371,7*59*3967,0,0
1280,-1,31,1638369,3*3*182041,0,0
1280,-1,37,1638363,3*739*739,0,0
1280,-1,41,1638359,23*71233,0,1
1280,-1,43,1638357,3*7*78017,0,0
1282,1,3,1643527,31*53017,0,1
1282,1,5,1643529,3*163*3361,0,0
1282,1,7,1643531,823*1997,0,1
1282,1,11,1643535,3*3*5*36523,0,0
1282,1,13,1643537,7*234791,0,1
1282,1,17,1643541,3*199*2753,0,0
1282,1,19,1643543,11*11*17*17*47,0,0
1282,1,23,1643547,3*547849,0,0
1282,1,29,1643553,3*3*182617,0,0
1282,1,31,1643555,5*191*1721,0,0
1282,1,37,1643561,509*3229,0,1
1282,1,41,1643565,3*5*7*11*1423,0,0
1282,1,43,1643567,41*40087,0,1
1282,-1,3,1643521,11*149411,0,1
1282,-1,5,1643519,19*86501,0,1
1282,-1,7,1643517,3*3*3*29*2099,0,0
1282,-1,11,1643513,1643513,1,1
1282,-1,13,1643511,3*23*23819,0,0
1282,-1,17,1643507,127*12941,0,1
1282,-1,19,1643505,3*5*109567,0,0
1282,-1,23,1643501,1643501,1,1
1282,-1,29,1643495,5*7*46957,0,0
1282,-1,31,1643493,3*547831,0,0
1282,-1,37,1643487,3*263*2083,0,0
1282,-1,41,1643483,83*19801,0,1
1282,-1,43,1643481,3*3*7*19*1373,0,0
1284,1,3,1648659,3*549553,0,0
1284,1,5,1648661,7*235523,0,1
1284,1,7,1648663,23*43*1667,0,0
1284,1,11,1648667,719*2293,0,1
1284,1,13,1648669,11*67*2237,0,0
1284,1,17,1648673,13*31*4091,0,0
1284,1,19,1648675,5*5*7*9421,0,0
1284,1,23,1648679,29*139*409,0,0
1284,1,29,1648685,5*149*2213,0,0
1284,1,31,1648687,19*19*4567,0,0
1284,1,37,1648693,197*8369,0,1
1284,1,41,1648697,1648697,1,1
1284,1,43,1648699,13*126823,0,1
1284,-1,3,1648653,3*549551,0,0
1284,-1,5,1648651,41*79*509,0,0
1284,-1,7,1648649,19*86771,0,1
1284,-1,11,1648645,5*329729,0,0
1284,-1,13,1648643,17*96979,0,1
1284,-1,17,1648639,223*7393,0,1
1284,-1,19,1648637,59*27943,0,1
1284,-1,23,1648633,7*235519,0,1
1284,-1,29,1648627,281*5867,0,1
1284,-1,31,1648625,5*5*5*11*11*109,0,0
1284,-1,37,1648619,7*47*5011,0,0
1284,-1,41,1648615,5*329723,0,0
1284,-1,43,1648613,1648613,1,1
1286,1,3,1653799,7*7*33751,0,0
1286,1,5,1653801,3*167*3301,0,0
1286,1,7,1653803,71*23293,0,1
1286,1,11,1653807,3*551269,0,0
1286,1,13,1653809,307*5387,0,1
1286,1,17,1653813,3*3*7*26251,0,0
1286,1,19,1653815,5*23*73*197,0,0
1286,1,23,1653819,3*31*17783,0,0
1286,1,29,1653825,3*5*5*22051,0,0
1286,1,31,1653827,7*236261,0,1
1286,1,37,1653833,1033*1601,0,1
1286,1,41,1653837,3*541*1019,0,0
1286,1,43,1653839,11*251*599,0,0
1286,-1,3,1653793,419*3947,0,1
1286,-1,5,1653791,1653791,1,1
1286,-1,7,1653789,3*37*47*317,0,0
1286,-1,11,1653785,5*7*47251,0,0
1286,-1,13,1653783,3*29*19009,0,0
1286,-1,17,1653779,19*87041,0,1
1286,-1,19,1653777,3*3*3*3*17*1201,0,0
1286,-1,23,1653773,11*150343,0,1
1286,-1,29,1653767,1653767,1,1
1286,-1,31,1653765,3*5*110251,0,0
1286,-1,37,1653759,3*3*53*3467,0,0
1286,-1,41,1653755,5*113*2927,0,0
1286,-1,43,1653753,3*97*5683,0,0
1288,1,3,1658947,19*87313,0,1
1288,1,5,1658949,3*552983,0,0
1288,1,7,1658951,7*236993,0,1
1288,1,11,1658955,3*5*110597,0,0
1288,1,13,1658957,1658957,1,1
1288,1,17,1658961,3*3*3*3*3*6827,0,0
1288,1,19,1658963,1658963,1,1
1288,1,23,1658967,3*23*24043,0,0
1288,1,29,1658973,3*552991,0,0
1288,1,31,1658975,5*5*66359,0,0
1288,1,37,1658981,439*3779,0,1
1288,1,41,1658985,3*5*19*5821,0,0
1288,1,43,1658987,11*67*2251,0,0
1288,-1,3,1658941,1658941,1,1
1288,-1,5,1658939,359*4621,0,1
1288,-1,7,1658937,3*7*197*401,0,0
1288,-1,11,1658933,137*12109,0,1
1288,-1,13,1658931,3*607*911,0,0
1288,-1,17,1658927,1658927,1,1
1288,-1,19,1658925,3*3*5*5*73*101,0,0
1288,-1,23,1658921,11*23*79*83,0,0
1288,-1,29,1658915,5*71*4673,0,0
1288,-1,31,1658913,3*552971,0,0
1288,-1,37,1658907,3*3*3*61441,0,0
1288,-1,41,1658903,31*59*907,0,0
1288,-1,43,1658901,3*41*13487,0,0
1290,1,3,1664103,3*7*109*727,0,0
1290,1,5,1664105,5*241*1381,0,0
1290,1,7,1664107,29*57383,0,1
1290,1,11,1664111,31*53681,0,1
1290,1,13,1664113,11*11*17*809,0,0
1290,1,17,1664117,7*13*18287,0,0
1290,1,19,1664119,23*72353,0,1
1290,1,23,1664123,1664123,1,1
1290,1,29,1664129,47*35407,0,1
1290,1,31,1664131,7*237733,0,1
1290,1,37,1664137,227*7331,0,1
1290,1,41,1664141,61*27281,0,1
1290,1,43,1664143,13*13*43*229,0,0
1290,-1,3,1664097,3*554699,0,0
1290,-1,5,1664095,5*59*5641,0,0
1290,-1,7,1664093,131*12703,0,1
1290,-1,11,1664089,7*7*33961,0,0
1290,-1,13,1664087,173*9619,0,1
1290,-1,17,1664083,1664083,1,1
1290,-1,19,1664081,127*13103,0,1
1290,-1,23,1664077,19*87583,0,1
1290,-1,29,1664071,1664071,1,1
1290,-1,31,1664069,11*151279,0,1
1290,-1,37,1664063,1664063,1,1
1290,-1,41,1664059,197*8447,0,1
1290,-1,43,1664057,43*38699,0,1
1292,1,3,1669267,349*4783,0,1
1292,1,5,1669269,3*7*29*2741,0,0
1292,1,7,1669271,23*72577,0,1
1292,1,11,1669275,3*3*3*5*5*2473,0,0
1292,1,13,1669277,173*9649,0,1
1292,1,17,1669281,3*17*71*461,0,0
1292,1,19,1669283,7*7*11*19*163,0,0
1292,1,23,1669287,3*59*9431,0,0
1292,1,29,1669293,3*3*185477,0,0
1292,1,31,1669295,5*563*593,0,0
1292,1,37,1669301,1669301,1,1
1292,1,41,1669305,3*5*11*67*151,0,0
1292,1,43,1669307,107*15601,0,1
1292,-1,3,1669261,11*263*577,0,0
1292,-1,5,1669259,1669259,1,1
1292,-1,7,1669257,3*3*31*31*193,0,0
1292,-1,11,1669253,1669253,1,1
1292,-1,13,1669251,3*139*4003,0,0
1292,-1,17,1669247,17*149*659,0,0
1292,-1,19,1669245,3*5*19*5857,0,0
1292,-1,23,1669241,7*238463,0,1
1292,-1,29,1669235,5*53*6299,0,0
1292,-1,31,1669233,3*41*41*331,0,0
1292,-1,37,1669227,3*7*101*787,0,0
1292,-1,41,1669223,1669223,1,1
1292,-1,43,1669221,3*3*3*211*293,0,0
1294,1,3,1674439,13*151*853,0,0
1294,1,5,1674441,3*3*186049,0,0
1294,1,7,1674443,107*15649,0,1
1294,1,11,1674447,3*558149,0,0
1294,1,13,1674449,7*17*14071,0,0
1294,1,17,1674453,3*11*50741,0,0
1294,1,19,1674455,5*334891,0,0
1294,1,23,1674459,3*3*3*62017,0,0
1294,1,29,1674465,3*5*13*31*277,0,0
1294,1,31,1674467,173*9679,0,1
1294,1,37,1674473,1674473,1,1
1294,1,41,1674477,3*3*7*7*3797,0,0
1294,1,43,1674479,59*101*281,0,0
1294,-1,3,1674433,1674433,1,1
1294,-1,5,1674431,11*29*29*181,0,0
1294,-1,7,1674429,3*53*10531,0,0
1294,-1,11,1674425,5*5*66977,0,0
1294,-1,13,1674423,3*3*23*8089,0,0
1294,-1,17,1674419,937*1787,0,1
1294,-1,19,1674417,3*558139,0,0
1294,-1,23,1674413,13*19*6779,0,0
1294,-1,29,1674407,7*239201,0,1
1294,-1,31,1674405,3*3*3*5*79*157,0,0
1294,-1,37,1674399,3*41*13613,0,0
1294,-1,41,1674395,5*541*619,0,0
1294,-1,43,1674393,3*7*71*1123,0,0
1296,1,3,1679619,3*19*79*373,0,0
1296,1,5,1679621,23*103*709,0,0
1296,1,7,1679623,11*43*53*67,0,0
1296,1,11,1679627,1679627,1,1
1296,1,13,1679629,7*239947,0,1
1296,1,17,1679633,1679633,1,1
1296,1,19,1679635,5*61*5507,0,0
1296,1,23,1679639,13*47*2749,0,0
1296,1,29,1679645,5*11*30539,0,0
1296,1,31,1679647,41*71*577,0,0
1296,1,37,1679653,1679653,1,1
1296,1,41,1679657,7*19*73*173,0,0
1296,1,43,1679659,1679659,1,1
1296,-1,3,1679613,3*13*43067,0,0
1296,-1,5,1679611,31*54181,0,1
1296,-1,7,1679609,1679609,1,1
1296,-1,11,1679605,5*283*1187,0,0
1296,-1,13,1679603,1679603,1,1
1296,-1,17,1679599,1679599,1,1
1296,-1,19,1679597,307*5471,0,1
1296,-1,23,1679593,29*57917,0,1
1296,-1,29,1679587,7*13*18457,0,0
1296,-1,31,1679585,5*335917,0,0
1296,-1,37,1679579,11*107*1427,0,0
1296,-1,41,1679575,5*5*23*23*127,0,0
1296,-1,43,1679573,7*7*151*227,0,0
1298,1,3,1684807,271*6217,0,1
1298,1,5,1684809,3*3*7*47*569,0,0
1298,1,7,1684811,191*8821,0,1
1298,1,11,1684815,3*5*11*10211,0,0
1298,1,13,1684817,53*83*383,0,0
1298,1,17,1684821,3*561607,0,0
1298,1,19,1684823,7*233*1033,0,0
1298,1,23,1684827,3*3*3*62401,0,0
1298,1,29,1684833,3*79*7109,0,0
1298,1,31,1684835,5*211*1597,0,0
1298,1,37,1684841,373*4517,0,1
1298,1,41,1684845,3*3*5*37441,0,0
1298,1,43,1684847,173*9739,0,1
1298,-1,3,1684801,1684801,1,1
1298,-1,5,1684799,419*4021,0,1
1298,-1,7,1684797,3*561599,0,0
1298,-1,11,1684793,11*97*1579,0,0
1298,-1,13,1684791,3*3*131*1429,0,0
1298,-1,17,1684787,13*19*19*359,0,0
1298,-1,19,1684785,3*5*17*6607,0,0
1298,-1,23,1684781,7*101*2383,0,0
1298,-1,29,1684775,5*5*67391,0,0
1298,-1,31,1684773,3*3*3*23*2713,0,0
1298,-1,37,1684767,3*7*7*73*157,0,0
1298,-1,41,1684763,1684763,1,1
1298,-1,43,1684761,3*13*13*3323,0,0
1300,1,3,1690003,7*241429,0,1
1300,1,5,1690005,3*5*61*1847,0,0
1300,1,7,1690007,11*11*13967,0,0
1300,1,11,1690011,3*3*3*53*1181,0,0
1300,1,13,1690013,13*71*1831,0,0
1300,1,17,1690017,3*7*23*3499,0,0
1300,1,19,1690019,1690019,1,1
1300,1,23,1690023,3*73*7717,0,0
1300,1,29,1690029,3*3*11*43*397,0,0
1300,1,31,1690031,7*19*97*131,0,0
1300,1,37,1690037,173*9769,0,1
1300,1,41,1690041,3*613*919,0,0
1300,1,43,1690043,1690043,1,1
1300,-1,3,1689997,181*9337,0,1
1300,-1,5,1689995,5*337999,0,0
1300,-1,7,1689993,3*3*19*9883,0,0
1300,-1,11,1689989,7*127*1901,0,0
1300,-1,13,1689987,3*13*17*2549,0,0
1300,-1,17,1689983,251*6733,0,1
1300,-1,19,1689981,3*563327,0,0
1300,-1,23,1689977,277*6101,0,1
1300,-1,29,1689971,23*73477,0,1
1300,-1,31,1689969,3*239*2357,0,0
1300,-1,37,1689963,3*11*83*617,0,0
1300,-1,41,1689959,1091*1549,0,1
1300,-1,43,1689957,3*3*3*62591,0,0
1302,1,3,1695207,3*565069,0,0
1302,1,5,1695209,1695209,1,1
1302,1,7,1695211,7*242173,0,1
1302,1,11,1695215,5*23*14741,0,0
1302,1,13,1695217,167*10151,0,1
1302,1,17,1695221,11*154111,0,1
1302,1,19,1695223,17*99719,0,1
1302,1,23,1695227,41*173*239,0,0
1302,1,29,1695233,1695233,1,1
1302,1,31,1695235,5*31*10937,0,0
1302,1,37,1695241,877*1933,0,1
1302,1,41,1695245,5*339049,0,0
1302,1,43,1695247,59*59*487,0,0
1302,-1,3,1695201,3*107*5281,0,0
1302,-1,5,1695199,11*19*8111,0,0
1302,-1,7,1695197,7*242171,0,1
1302,-1,11,1695193,563*3011,0,1
1302,-1,13,1695191,1695191,1,1
1302,-1,17,1695187,13*130399,0,1
1302,-1,19,1695185,5*197*1721,0,0
1302,-1,23,1695181,479*3539,0,1
1302,-1,29,1695175,5*5*67807,0,0
1302,-1,31,1695173,31*149*367,0,0
1302,-1,37,1695167,67*25301,0,1
1302,-1,41,1695163,1695163,1,1
1302,-1,43,1695161,13*19*6863,0,0
1304,1,3,1700419,7*421*577,0,0
1304,1,5,1700421,3*83*6829,0,0
1304,1,7,1700423,1700423,1,1
1304,1,11,1700427,3*103*5503,0,0
1304,1,13,1700429,1049*1621,0,1
1304,1,17,1700433,3*3*3*3*7*2999,0,0
1304,1,19,1700435,5*11*43*719,0,0
1304,1,23,1700439,3*13*59*739,0,0
1304,1,29,1700445,3*5*113363,0,0
1304,1,31,1700447,7*7*34703,0,0
1304,1,37,1700453,727*2339,0,1
1304,1,41,1700457,3*11*227*227,0,0
1304,1,43,1700459,17*23*4349,0,0
1304,-1,3,1700413,11*11*13*23*47,0,0
1304,-1,5,1700411,151*11261,0,1
1304,-1,7,1700409,3*37*15319,0,0
1304,-1,11,1700405,5*7*19*2557,0,0
1304,-1,13,1700403,3*127*4463,0,0
1304,-1,17,1700399,53*32083,0,1
1304,-1,19,1700397,3*3*188933,0,0
1304,-1,23,1700393,41*67*619,0,0
1304,-1,29,1700387,13*139*941,0,0
1304,-1,31,1700385,3*5*113359,0,0
1304,-1,37,1700379,3*3*3*71*887,0,0
1304,-1,41,1700375,5*5*5*61*223,0,0
1304,-1,43,1700373,3*566791,0,0
1306,1,3,1705639,13*131203,0,1
1306,1,5,1705641,3*7*7*41*283,0,0
1306,1,7,1705643,331*5153,0,1
1306,1,11,1705647,3*568549,0,0
1306,1,13,1705649,11*19*8161,0,0
1306,1,17,1705653,3*3*189517,0,0
1306,1,19,1705655,5*7*48733,0,0
1306,1,23,1705659,3*509*1117,0,0
1306,1,29,1705665,3*5*13*8747,0,0
1306,1,31,1705667,1705667,1,1
1306,1,37,1705673,503*3391,0,1
1306,1,41,1705677,3*47*12097,0,0
1306,1,43,1705679,1705679,1,1
1306,-1,3,1705633,71*24023,0,1
1306,-1,5,1705631,59*28909,0,1
1306,-1,7,1705629,3*199*2857,0,0
1306,-1,11,1705625,5*5*5*5*2729,0,0
1306,-1,13,1705623,3*568541,0,0
1306,-1,17,1705619,67*25457,0,1
1306,-1,19,1705617,3*3*3*3*3*7019,0,0
1306,-1,23,1705613,7*13*18743,0,0
1306,-1,29,1705607,173*9859,0,1
1306,-1,31,1705605,3*5*11*10337,0,0
1306,-1,37,1705599,3*3*7*27073,0,0
1306,-1,41,1705595,5*43*7933,0,0
1306,-1,43,1705593,3*17*53*631,0,0
1308,1,3,1710867,3*61*9349,0,0
1308,1,5,1710869,1710869,1,1
1308,1,7,1710871,1710871,1,1
1308,1,11,1710875,5*5*5*13687,0,0
1308,1,13,1710877,7*244411,0,1
1308,1,17,1710881,1710881,1,1
1308,1,19,1710883,613*2791,0,1
1308,1,23,1710887,71*24097,0,1
1308,1,29,1710893,19*53*1699,0,0
1308,1,31,1710895,5*342179,0,0
1308,1,37,1710901,23*73*1019,0,0
1308,1,41,1710905,5*7*48883,0,0
1308,1,43,1710907,11*155537,0,1
1308,-1,3,1710861,3*383*1489,0,0
1308,-1,5,1710859,31*229*241,0,0
1308,-1,7,1710857,1710857,1,1
1308,-1,11,1710853,1710853,1,1
1308,-1,13,1710851,1710851,1,1
1308,-1,17,1710847,47*89*409,0,0
1308,-1,19,1710845,5*67*5107,0,0
1308,-1,23,1710841,11*43*3617,0,0
1308,-1,29,1710835,5*7*7*6983,0,0
1308,-1,31,1710833,1710833,1,1
1308,-1,37,1710827,293*5839,0,1
1308,-1,41,1710823,59*107*271,0,0
1308,-1,43,1710821,7*244403,0,1
1310,1,3,1716103,1716103,1,1
1310,1,5,1716105,3*5*114407,0,0
1310,1,7,1716107,1716107,1,1
1310,1,11,1716111,3*3*47*4057,0,0
1310,1,13,1716113,7*61*4019,0,0
1310,1,17,1716117,3*13*79*557,0,0
1310,1,19,1716119,757*2267,0,1
1310,1,23,1716123,3*572041,0,0
1310,1,29,1716129,3*3*31*6151,0,0
1310,1,31,1716131,113*15187,0,1
1310,1,37,1716137,19*41*2203,0,0
1310,1,41,1716141,3*7*71*1151,0,0
1310,1,43,1716143,11*11*13*1091,0,0
1310,-1,3,1716097,37*46381,0,1
1310,-1,5,1716095,5*343219,0,0
1310,-1,7,1716093,3*3*3*63559,0,0
1310,-1,11,1716089,1716089,1,1
1310,-1,13,1716087,3*43*53*251,0,0
1310,-1,17,1716083,103*16661,0,1
1310,-1,19,1716081,3*572027,0,0
1310,-1,23,1716077,11*156007,0,1
1310,-1,29,1716071,7*67*3659,0,0
1310,-1,31,1716069,3*572023,0,0
1310,-1,37,1716063,3*211*2711,0,0
1310,-1,41,1716059,1716059,1,1
1310,-1,43,1716057,3*3*7*27239,0,0
1312,1,3,1721347,1721347,1,1
1312,1,5,1721349,3*3*7*89*307,0,0
1312,1,7,1721351,37*46523,0,1
1312,1,11,1721355,3*5*114757,0,0
1312,1,13,1721357,11*156487,0,1
1312,1,17,1721361,3*573787,0,0
1312,1,19,1721363,7*245909,0,1
1312,1,23,1721367,3*3*193*991,0,0
1312,1,29,1721373,3*573791,0,0
1312,1,31,1721375,5*5*5*47*293,0,0
1312,1,37,1721381,19*90599,0,1
1312,1,41,1721385,3*3*3*5*41*311,0,0
1312,1,43,1721387,53*32479,0,1
1312,-1,3,1721341,227*7583,0,1
1312,-1,5,1721339,1721339,1,1
1312,-1,7,1721337,3*31*83*223,0,0
1312,-1,11,1721333,43*40031,0,1
1312,-1,13,1721331,3*3*3*3*79*269,0,0
1312,-1,17,1721327,1721327,1,1
1312,-1,19,1721325,3*5*5*59*389,0,0
1312,-1,23,1721321,7*7*35129,0,0
1312,-1,29,1721315,5*344263,0,0
1312,-1,31,1721313,3*3*11*17387,0,0
1312,-1,37,1721307,3*7*81967,0,0
1312,-1,41,1721303,41*41983,0,1
1312,-1,43,1721301,3*17*33751,0,0
1314,1,3,1726599,3*7*82219,0,0
1314,1,5,1726601,1726601,1,1
1314,1,7,1726603,1726603,1,1
1314,1,11,1726607,31*55697,0,1
1314,1,13,1726609,1726609,1,1
1314,1,17,1726613,7*7*167*211,0,0
1314,1,19,1726615,5*11*31393,0,0
1314,1,23,1726619,811*2129,0,1
1314,1,29,1726625,5*5*5*19*727,0,0
1314,1,31,1726627,7*246661,0,1
1314,1,37,1726633,23*41*1831,0,0
1314,1,41,1726637,11*156967,0,1
1314,1,43,1726639,17*47*2161,0,0
1314,-1,3,1726593,3*11*52321,0,0
1314,-1,5,1726591,1726591,1,1
1314,-1,7,1726589,103*16763,0,1
1314,-1,11,1726585,5*7*49331,0,0
1314,-1,13,1726583,283*6101,0,1
1314,-1,17,1726579,43*40153,0,1
1314,-1,19,1726577,1726577,1,1
1314,-1,23,1726573,29*29*2053,0,0
1314,-1,29,1726567,1726567,1,1
1314,-1,31,1726565,5*127*2719,0,0
1314,-1,37,1726559,181*9539,0,1
1314,-1,41,1726555,5*345311,0,0
1314,-1,43,1726553,397*4349,0,1
1316,1,3,1731859,37*46807,0,1
1316,1,5,1731861,3*3*3*3*3*7127,0,0
1316,1,7,1731863,7*247409,0,1
1316,1,11,1731867,3*157*3677,0,0
1316,1,13,1731869,19*91151,0,1
1316,1,17,1731873,3*11*11*13*367,0,0
1316,1,19,1731875,5*5*5*5*17*163,0,0
1316,1,23,1731879,3*3*192431,0,0
1316,1,29,1731885,3*5*115459,0,0
1316,1,31,1731887,1731887,1,1
1316,1,37,1731893,1731893,1,1
1316,1,41,1731897,3*3*199*967,0,0
1316,1,43,1731899,13*127*1049,0,0
1316,-1,3,1731853,1731853,1,1
1316,-1,5,1731851,11*29*61*89,0,0
1316,-1,7,1731849,3*7*82469,0,0
1316,-1,11,1731845,5*346369,0,0
1316,-1,13,1731843,3*3*337*571,0,0
1316,-1,17,1731839,373*4643,0,1
1316,-1,19,1731837,3*577279,0,0
1316,-1,23,1731833,1187*1459,0,1
1316,-1,29,1731827,59*149*197,0,0
1316,-1,31,1731825,3*3*5*5*43*179,0,0
1316,-1,37,1731819,3*151*3823,0,0
1316,-1,41,1731815,5*31*11173,0,0
1316,-1,43,1731813,3*577271,0,0
1318,1,3,1737127,7*248161,0,1
1318,1,5,1737129,3*29*41*487,0,0
1318,1,7,1737131,11*79*1999,0,0
1318,1,11,1737135,3*3*5*38603,0,0
1318,1,13,1737137,59*29443,0,1
1318,1,17,1737141,3*7*82721,0,0
1318,1,19,1737143,631*2753,0,1
1318,1,23,1737147,3*31*18679,0,0
1318,1,29,1737153,3*3*3*11*5849,0,0
1318,1,31,1737155,5*7*49633,0,0
1318,1,37,1737161,1737161,1,1
1318,1,41,1737165,3*5*115811,0,0
1318,1,43,1737167,23*47*1607,0,0
1318,-1,3,1737121,23*75527,0,1
1318,-1,5,1737119,971*1789,0,1
1318,-1,7,1737117,3*3*193013,0,0
1318,-1,11,1737113,7*19*37*353,0,0
1318,-1,13,1737111,3*17*34061,0,0
1318,-1,17,1737107,83*20929,0,1
1318,-1,19,1737105,3*5*115807,0,0
1318,-1,23,1737101,1737101,1,1
1318,-1,29,1737095,5*103*3373,0,0
1318,-1,31,1737093,3*173*3347,0,0
1318,-1,37,1737087,3*11*52639,0,0
1318,-1,41,1737083,139*12497,0,1
1318,-1,43,1737081,3*3*193009,0,0
1320,1,3,1742403,3*13*43*1039,0,0
1320,1,5,1742405,5*7*49783,0,0
1320,1,7,1742407,29*60083,0,1
1320,1,11,1742411,11*23*71*97,0,0
1320,1,13,1742413,1742413,1,1
1320,1,17,1742417,31*56207,0,1
1320,1,19,1742419,7*83*2999,0,0
1320,1,23,1742423,1742423,1,1
1320,1,29,1742429,13*134033,0,1
1320,1,31,1742431,47*131*283,0,0
1320,1,37,1742437,73*23869,0,1
1320,1,41,1742441,37*47093,0,1
1320,1,43,1742443,1742443,1,1
1320,-1,3,1742397,3*673*863,0,0
1320,-1,5,1742395,5*19*18341,0,0
1320,-1,7,1742393,1742393,1,1
1320,-1,11,1742389,11*151*1049,0,0
1320,-1,13,1742387,1742387,1,1
1320,-1,17,1742383,1742383,1,1
1320,-1,19,1742381,17*17*6029,0,0
1320,-1,23,1742377,7*13*41*467,0,0
1320,-1,29,1742371,647*2693,0,1
1320,-1,31,1742369,1742369,1,1
1320,-1,37,1742363,7*248909,0,1
1320,-1,41,1742359,1742359,1,1
1320,-1,43,1742357,19*91703,0,1
1322,1,3,1747687,31*56377,0,1
1322,1,5,1747689,3*582563,0,0
1322,1,7,1747691,11*158881,0,1
1322,1,11,1747695,3*5*37*47*67,0,0
1322,1,13,1747697,7*249671,0,1
1322,1,17,1747701,3*3*23*8443,0,0
1322,1,19,1747703,353*4951,0,1
1322,1,23,1747707,3*13*41*1093,0,0
1322,1,29,1747713,3*11*211*251,0,0
1322,1,31,1747715,5*19*18397,0,0
1322,1,37,1747721,1747721,1,1
1322,1,41,1747725,3*5*5*7*3329,0,0
1322,1,43,1747727,1747727,1,1
1322,-1,3,1747681,13*134437,0,1
1322,-1,5,1747679,271*6449,0,1
1322,-1,7,1747677,3*19*30661,0,0
1322,-1,11,1747673,227*7699,0,1
1322,-1,13,1747671,3*131*4447,0,0
1322,-1,17,1747667,1223*1429,0,1
1322,-1,19,1747665,3*3*5*71*547,0,0
1322,-1,23,1747661,1747661,1,1
1322,-1,29,1747655,5*7*13*23*167,0,0
1322,-1,31,1747653,3*582551,0,0
1322,-1,37,1747647,3*3*11*127*139,0,0
1322,-1,41,1747643,1747643,1,1
1322,-1,43,1747641,3*7*83221,0,0
1324,1,3,1752979,1752979,1,1
1324,1,5,1752981,3*43*107*127,0,0
1324,1,7,1752983,1752983,1,1
1324,1,11,1752987,3*499*1171,0,0
1324,1,13,1752989,7*17*14731,0,0
1324,1,17,1752993,3*3*11*17707,0,0
1324,1,19,1752995,5*229*1531,0,0
1324,1,23,1752999,3*167*3499,0,0
1324,1,29,1753005,3*5*116867,0,0
1324,1,31,1753007,1753007,1,1
1324,1,37,1753013,1753013,1,1
1324,1,41,1753017,3*7*83477,0,0
1324,1,43,1753019,31*193*293,0,0
1324,-1,3,1752973,1151*1523,0,1
1324,-1,5,1752971,11*159361,0,1
1324,-1,7,1752969,3*113*5171,0,0
1324,-1,11,1752965,5*350593,0,0
1324,-1,13,1752963,3*29*20149,0,0
