n,sign,q,value,factors,prime,rough_squarefree_P2
1788,-1,29,3196915,5*59*10837,0,0
1788,-1,31,3196913,3196913,1,1
1788,-1,37,3196907,7*7*53*1231,0,0
1788,-1,41,3196903,3196903,1,1
1788,-1,43,3196901,17*383*491,0,0
1790,1,3,3204103,7*19*24091,0,0
1790,1,5,3204105,3*5*227*941,0,0
1790,1,7,3204107,23*139309,0,1
1790,1,11,3204111,3*1068037,0,0
1790,1,13,3204113,11*59*4937,0,0
1790,1,17,3204117,3*3*3*3*7*5651,0,0
1790,1,19,3204119,1013*3163,0,1
1790,1,23,3204123,3*13*29*2833,0,0
1790,1,29,3204129,3*31*131*263,0,0
1790,1,31,3204131,7*47*9739,0,0
1790,1,37,3204137,3204137,1,1
1790,1,41,3204141,3*19*67*839,0,0
1790,1,43,3204143,17*17*11087,0,0
1790,-1,3,3204097,13*246469,0,1
1790,-1,5,3204095,5*241*2659,0,0
1790,-1,7,3204093,3*419*2549,0,0
1790,-1,11,3204089,7*37*89*139,0,0
1790,-1,13,3204087,3*467*2287,0,0
1790,-1,17,3204083,127*25229,0,1
1790,-1,19,3204081,3*3*577*617,0,0
1790,-1,23,3204077,1303*2459,0,1
1790,-1,29,3204071,13*13*18959,0,0
1790,-1,31,3204069,3*11*151*643,0,0
1790,-1,37,3204063,3*3*3*118669,0,0
1790,-1,41,3204059,43*269*277,0,0
1790,-1,43,3204057,3*1068019,0,0
1792,1,3,3211267,37*229*379,0,0
1792,1,5,3211269,3*1070423,0,0
1792,1,7,3211271,7*79*5807,0,0
1792,1,11,3211275,3*5*5*47*911,0,0
1792,1,13,3211277,947*3391,0,1
1792,1,17,3211281,3*3*509*701,0,0
1792,1,19,3211283,17*23*43*191,0,0
1792,1,23,3211287,3*1070429,0,0
1792,1,29,3211293,3*1070431,0,0
1792,1,31,3211295,5*101*6359,0,0
1792,1,37,3211301,3211301,1,1
1792,1,41,3211305,3*5*214087,0,0
1792,1,43,3211307,11*443*659,0,0
1792,-1,3,3211261,277*11593,0,1
1792,-1,5,3211259,31*71*1459,0,0
1792,-1,7,3211257,3*7*29*5273,0,0
1792,-1,11,3211253,1663*1931,0,1
1792,-1,13,3211251,3*1070417,0,0
1792,-1,17,3211247,13*19*13001,0,0
1792,-1,19,3211245,3*3*3*3*3*3*5*881,0,0
1792,-1,23,3211241,11*353*827,0,0
1792,-1,29,3211235,5*642247,0,0
1792,-1,31,3211233,3*1070411,0,0
1792,-1,37,3211227,3*3*356803,0,0
1792,-1,41,3211223,61*61*863,0,0
1792,-1,43,3211221,3*13*82339,0,0
1794,1,3,3218439,3*7*153259,0,0
1794,1,5,3218441,103*31247,0,1
1794,1,7,3218443,109*29527,0,1
1794,1,11,3218447,3218447,1,1
1794,1,13,3218449,13*29*8537,0,0
1794,1,17,3218453,7*107*4297,0,0
1794,1,19,3218455,5*643691,0,0
1794,1,23,3218459,23*41*3413,0,0
1794,1,29,3218465,5*643693,0,0
1794,1,31,3218467,7*7*19*3457,0,0
1794,1,37,3218473,3218473,1,1
1794,1,41,3218477,3218477,1,1
1794,1,43,3218479,11*11*67*397,0,0
1794,-1,3,3218433,3*1072811,0,0
1794,-1,5,3218431,3218431,1,1
1794,-1,7,3218429,19*233*727,0,0
1794,-1,11,3218425,5*5*7*53*347,0,0
1794,-1,13,3218423,13*17*14563,0,0
1794,-1,17,3218419,47*68477,0,1
1794,-1,19,3218417,3218417,1,1
1794,-1,23,3218413,11*23*12721,0,0
1794,-1,29,3218407,509*6323,0,1
1794,-1,31,3218405,5*643681,0,0
1794,-1,37,3218399,3218399,1,1
1794,-1,41,3218395,5*443*1453,0,0
1794,-1,43,3218393,1693*1901,0,1
1796,1,3,3225619,61*52879,0,1
1796,1,5,3225621,3*7*7*21943,0,0
1796,1,7,3225623,37*87179,0,1
1796,1,11,3225627,3*3*89*4027,0,0
1796,1,13,3225629,11*83*3533,0,0
1796,1,17,3225633,3*53*20287,0,0
1796,1,19,3225635,5*7*23*4007,0,0
1796,1,23,3225639,3*829*1297,0,0
1796,1,29,3225645,3*3*5*43*1667,0,0
1796,1,31,3225647,3225647,1,1
1796,1,37,3225653,3225653,1,1
1796,1,41,3225657,3*47*22877,0,0
1796,1,43,3225659,547*5897,0,1
1796,-1,3,3225613,131*24623,0,1
1796,-1,5,3225611,19*169769,0,1
1796,-1,7,3225609,3*3*3*193*619,0,0
1796,-1,11,3225605,5*167*3863,0,0
1796,-1,13,3225603,3*1075201,0,0
1796,-1,17,3225599,13*281*883,0,0
1796,-1,19,3225597,3*17*63247,0,0
1796,-1,23,3225593,7*41*11239,0,0
1796,-1,29,3225587,557*5791,0,1
1796,-1,31,3225585,3*5*11*113*173,0,0
1796,-1,37,3225579,3*7*269*571,0,0
1796,-1,41,3225575,5*5*129023,0,0
1796,-1,43,3225573,3*3*13*19*1451,0,0
1798,1,3,3232807,1657*1951,0,1
1798,1,5,3232809,3*3*41*8761,0,0
1798,1,7,3232811,23*140557,0,1
1798,1,11,3232815,3*5*215521,0,0
1798,1,13,3232817,7*61*67*113,0,0
1798,1,17,3232821,3*1077607,0,0
1798,1,19,3232823,11*293893,0,1
1798,1,23,3232827,3*3*13*27631,0,0
1798,1,29,3232833,3*29*37159,0,0
1798,1,31,3232835,5*31*20857,0,0
1798,1,37,3232841,53*181*337,0,0
1798,1,41,3232845,3*3*3*5*7*11*311,0,0
1798,1,43,3232847,3232847,1,1
1798,-1,3,3232801,11*13*13*37*47,0,0
1798,-1,5,3232799,3232799,1,1
1798,-1,7,3232797,3*1077599,0,0
1798,-1,11,3232793,19*229*743,0,0
1798,-1,13,3232791,3*3*3*3*107*373,0,0
1798,-1,17,3232787,59*157*349,0,0
1798,-1,19,3232785,3*5*127*1697,0,0
1798,-1,23,3232781,503*6427,0,1
1798,-1,29,3232775,5*5*7*7*7*13*29,0,0
1798,-1,31,3232773,3*3*31*11587,0,0
1798,-1,37,3232767,3*83*12983,0,0
1798,-1,41,3232763,1549*2087,0,1
1798,-1,43,3232761,3*7*153941,0,0
1800,1,3,3240003,3*13*83077,0,0
1800,1,5,3240005,5*149*4349,0,0
1800,1,7,3240007,43*151*499,0,0
1800,1,11,3240011,487*6653,0,1
1800,1,13,3240013,7*17*19*1433,0,0
1800,1,17,3240017,11*11*26777,0,0
1800,1,19,3240019,3240019,1,1
1800,1,23,3240023,131*24733,0,1
1800,1,29,3240029,13*249233,0,1
1800,1,31,3240031,3240031,1,1
1800,1,37,3240037,3240037,1,1
1800,1,41,3240041,7*462863,0,1
1800,1,43,3240043,3240043,1,1
1800,-1,3,3239997,3*1079999,0,0
1800,-1,5,3239995,5*11*58909,0,0
1800,-1,7,3239993,1699*1907,0,1
1800,-1,11,3239989,3239989,1,1
1800,-1,13,3239987,23*140869,0,1
1800,-1,17,3239983,3239983,1,1
1800,-1,19,3239981,389*8329,0,1
1800,-1,23,3239977,13*249229,0,1
1800,-1,29,3239971,7*227*2039,0,0
1800,-1,31,3239969,3239969,1,1
1800,-1,37,3239963,3239963,1,1
1800,-1,41,3239959,73*44383,0,1
1800,-1,43,3239957,7*462851,0,1
1802,1,3,3247207,3247207,1,1
1802,1,5,3247209,3*3*3*3*3*7*23*83,0,0
1802,1,7,3247211,11*295201,0,1
1802,1,11,3247215,3*5*216481,0,0
1802,1,13,3247217,29*111973,0,1
1802,1,17,3247221,3*17*63671,0,0
1802,1,19,3247223,7*463889,0,1
1802,1,23,3247227,3*3*360803,0,0
1802,1,29,3247233,3*11*19*5179,0,0
1802,1,31,3247235,5*227*2861,0,0
1802,1,37,3247241,41*79201,0,1
1802,1,41,3247245,3*3*5*72161,0,0
1802,1,43,3247247,353*9199,0,1
1802,-1,3,3247201,1213*2677,0,1
1802,-1,5,3247199,3247199,1,1
1802,-1,7,3247197,3*1082399,0,0
1802,-1,11,3247193,829*3917,0,1
1802,-1,13,3247191,3*3*191*1889,0,0
1802,-1,17,3247187,17*251*761,0,0
1802,-1,19,3247185,3*5*71*3049,0,0
1802,-1,23,3247181,7*7*7*9467,0,0
1802,-1,29,3247175,5*5*129887,0,0
1802,-1,31,3247173,3*3*421*857,0,0
1802,-1,37,3247167,3*7*11*14057,0,0
1802,-1,41,3247163,23*141181,0,1
1802,-1,43,3247161,3*1082387,0,0
1804,1,3,3254419,7*464917,0,1
1804,1,5,3254421,3*47*23081,0,0
1804,1,7,3254423,3254423,1,1
1804,1,11,3254427,3*3*11*71*463,0,0
1804,1,13,3254429,17*17*11261,0,0
1804,1,17,3254433,3*7*7*13*13*131,0,0
1804,1,19,3254435,5*137*4751,0,0
1804,1,23,3254439,3*271*4003,0,0
1804,1,29,3254445,3*3*3*5*24107,0,0
1804,1,31,3254447,7*97*4793,0,0
1804,1,37,3254453,19*157*1091,0,0
1804,1,41,3254457,3*41*26459,0,0
1804,1,43,3254459,13*250343,0,1
1804,-1,3,3254413,73*109*409,0,0
1804,-1,5,3254411,31*61*1721,0,0
1804,-1,7,3254409,3*3*29*37*337,0,0
1804,-1,11,3254405,5*7*11*79*107,0,0
1804,-1,13,3254403,3*887*1223,0,0
1804,-1,17,3254399,179*18181,0,1
1804,-1,19,3254397,3*1084799,0,0
1804,-1,23,3254393,3254393,1,1
1804,-1,29,3254387,977*3331,0,1
1804,-1,31,3254385,3*5*23*9433,0,0
1804,-1,37,3254379,3*1084793,0,0
1804,-1,41,3254375,5*5*5*5*41*127,0,0
1804,-1,43,3254373,3*3*419*863,0,0
1806,1,3,3261639,3*631*1723,0,0
1806,1,5,3261641,3261641,1,1
1806,1,7,3261643,7*11*42359,0,0
1806,1,11,3261647,229*14243,0,1
1806,1,13,3261649,1747*1867,0,1
1806,1,17,3261653,23*141811,0,1
1806,1,19,3261655,5*652331,0,0
1806,1,23,3261659,29*47*2393,0,0
1806,1,29,3261665,5*11*31*1913,0,0
1806,1,31,3261667,3261667,1,1
1806,1,37,3261673,19*41*53*79,0,0
1806,1,41,3261677,167*19531,0,1
1806,1,43,3261679,43*75853,0,1
1806,-1,3,3261633,3*239*4549,0,0
1806,-1,5,3261631,3261631,1,1
1806,-1,7,3261629,7*465947,0,1
1806,-1,11,3261625,5*5*5*97*269,0,0
1806,-1,13,3261623,859*3797,0,1
1806,-1,17,3261619,3261619,1,1
1806,-1,19,3261617,3261617,1,1
1806,-1,23,3261613,317*10289,0,1
1806,-1,29,3261607,23*109*1301,0,0
1806,-1,31,3261605,5*652321,0,0
1806,-1,37,3261599,11*296509,0,1
1806,-1,41,3261595,5*652319,0,0
1806,-1,43,3261593,43*101*751,0,0
1808,1,3,3268867,7*73*6397,0,0
1808,1,5,3268869,3*367*2969,0,0
1808,1,7,3268871,3268871,1,1
1808,1,11,3268875,3*5*5*5*23*379,0,0
1808,1,13,3268877,277*11801,0,1
1808,1,17,3268881,3*3*7*11*53*89,0,0
1808,1,19,3268883,919*3557,0,1
1808,1,23,3268887,3*1089629,0,0
1808,1,29,3268893,3*19*57349,0,0
1808,1,31,3268895,5*7*59*1583,0,0
1808,1,37,3268901,3268901,1,1
1808,1,41,3268905,3*5*383*569,0,0
1808,1,43,3268907,3268907,1,1
1808,-1,3,3268861,3268861,1,1
1808,-1,5,3268859,11*297169,0,1
1808,-1,7,3268857,3*31*35149,0,0
1808,-1,11,3268853,7*127*3677,0,0
1808,-1,13,3268851,3*29*37573,0,0
1808,-1,17,3268847,3268847,1,1
1808,-1,19,3268845,3*3*5*17*4273,0,0
1808,-1,23,3268841,193*16937,0,1
1808,-1,29,3268835,5*173*3779,0,0
1808,-1,31,3268833,3*1089611,0,0
1808,-1,37,3268827,3*3*263*1381,0,0
1808,-1,41,3268823,3268823,1,1
1808,-1,43,3268821,3*197*5531,0,0
1810,1,3,3276103,3276103,1,1
1810,1,5,3276105,3*5*7*41*761,0,0
1810,1,7,3276107,3276107,1,1
1810,1,11,3276111,3*31*35227,0,0
1810,1,13,3276113,19*172427,0,1
1810,1,17,3276117,3*3*13*28001,0,0
1810,1,19,3276119,7*11*157*271,0,0
1810,1,23,3276123,3*1092041,0,0
1810,1,29,3276129,3*1092043,0,0
1810,1,31,3276131,3276131,1,1
1810,1,37,3276137,101*163*199,0,0
1810,1,41,3276141,3*11*99277,0,0
1810,1,43,3276143,13*23*10957,0,0
1810,-1,3,3276097,11*23*23*563,0,0
1810,-1,5,3276095,5*655219,0,0
1810,-1,7,3276093,3*59*83*223,0,0
1810,-1,11,3276089,53*61813,0,1
1810,-1,13,3276087,3*17*64237,0,0
1810,-1,17,3276083,3276083,1,1
1810,-1,19,3276081,3*3*137*2657,0,0
1810,-1,23,3276077,7*468011,0,1
1810,-1,29,3276071,3276071,1,1
1810,-1,31,3276069,3*1092023,0,0
1810,-1,37,3276063,3*3*7*149*349,0,0
1810,-1,41,3276059,373*8783,0,1
1810,-1,43,3276057,3*1092019,0,0
1812,1,3,3283347,3*1094449,0,0
1812,1,5,3283349,3283349,1,1
1812,1,7,3283351,29*43*2633,0,0
1812,1,11,3283355,5*656671,0,0
1812,1,13,3283357,7*11*42641,0,0
1812,1,17,3283361,3283361,1,1
1812,1,19,3283363,17*193139,0,1
1812,1,23,3283367,173*18979,0,1
1812,1,29,3283373,47*69859,0,1
1812,1,31,3283375,5*5*5*26267,0,0
1812,1,37,3283381,3283381,1,1
1812,1,41,3283385,5*7*93811,0,0
1812,1,43,3283387,167*19661,0,1
1812,-1,3,3283341,3*157*6971,0,0
1812,-1,5,3283339,3283339,1,1
1812,-1,7,3283337,3283337,1,1
1812,-1,11,3283333,19*172807,0,1
1812,-1,13,3283331,103*127*251,0,0
1812,-1,17,3283327,3283327,1,1
1812,-1,19,3283325,5*5*61*2153,0,0
1812,-1,23,3283321,41*73*1097,0,0
1812,-1,29,3283315,5*7*93809,0,0
1812,-1,31,3283313,11*298483,0,1
1812,-1,37,3283307,3283307,1,1
1812,-1,41,3283303,31*105913,0,1
1812,-1,43,3283301,7*199*2357,0,0
1814,1,3,3290599,13*13*19471,0,0
1814,1,5,3290601,3*29*109*347,0,0
1814,1,7,3290603,137*24019,0,1
1814,1,11,3290607,3*3*59*6197,0,0
1814,1,13,3290609,7*470087,0,1
1814,1,17,3290613,3*1096871,0,0
1814,1,19,3290615,5*658123,0,0
1814,1,23,3290619,3*31*41*863,0,0
1814,1,29,3290625,3*3*3*3*5*5*5*5*5*13,0,0
1814,1,31,3290627,1471*2237,0,1
1814,1,37,3290633,23*173*827,0,0
1814,1,41,3290637,3*7*71*2207,0,0
1814,1,43,3290639,11*17*17597,0,0
1814,-1,3,3290593,3290593,1,1
1814,-1,5,3290591,19*173189,0,1
1814,-1,7,3290589,3*3*131*2791,0,0
1814,-1,11,3290585,5*658117,0,0
1814,-1,13,3290583,3*1096861,0,0
1814,-1,17,3290579,3290579,1,1
1814,-1,19,3290577,3*1096859,0,0
1814,-1,23,3290573,11*13*23011,0,0
1814,-1,29,3290567,7*470081,0,1
1814,-1,31,3290565,3*5*219371,0,0
1814,-1,37,3290559,3*1096853,0,0
1814,-1,41,3290555,5*658111,0,0
1814,-1,43,3290553,3*3*7*19*2749,0,0
1816,1,3,3297859,3297859,1,1
1816,1,5,3297861,3*3*3*7*17449,0,0
1816,1,7,3297863,547*6029,0,1
1816,1,11,3297867,3*1099289,0,0
1816,1,13,3297869,3297869,1,1
1816,1,17,3297873,3*31*35461,0,0
1816,1,19,3297875,5*5*5*7*3769,0,0
1816,1,23,3297879,3*3*13*71*397,0,0
1816,1,29,3297885,3*5*43*5113,0,0
1816,1,31,3297887,19*173573,0,1
1816,1,37,3297893,1303*2531,0,1
1816,1,41,3297897,3*3*366433,0,0
1816,1,43,3297899,11*173*1733,0,0
1816,-1,3,3297853,13*253681,0,1
1816,-1,5,3297851,29*113719,0,1
1816,-1,7,3297849,3*19*47*1231,0,0
1816,-1,11,3297845,5*659569,0,0
1816,-1,13,3297843,3*3*61*6007,0,0
1816,-1,17,3297839,83*39733,0,1
1816,-1,19,3297837,3*1099279,0,0
1816,-1,23,3297833,7*11*42829,0,0
1816,-1,29,3297827,13*253679,0,1
1816,-1,31,3297825,3*3*5*5*14657,0,0
1816,-1,37,3297819,3*7*53*2963,0,0
1816,-1,41,3297815,5*659563,0,0
1816,-1,43,3297813,3*17*64663,0,0
1818,1,3,3305127,3*7*31*5077,0,0
1818,1,5,3305129,409*8081,0,1
1818,1,7,3305131,239*13829,0,1
1818,1,11,3305135,5*661027,0,0
1818,1,13,3305137,11*113*2659,0,0
1818,1,17,3305141,7*472163,0,1
1818,1,19,3305143,83*39821,0,1
1818,1,23,3305147,3305147,1,1
1818,1,29,3305153,373*8861,0,1
1818,1,31,3305155,5*7*94433,0,0
1818,1,37,3305161,1759*1879,0,1
1818,1,41,3305165,5*173*3821,0,0
1818,1,43,3305167,103*32089,0,1
1818,-1,3,3305121,3*59*71*263,0,0
1818,-1,5,3305119,3305119,1,1
1818,-1,7,3305117,3305117,1,1
1818,-1,11,3305113,7*472159,0,1
1818,-1,13,3305111,3305111,1,1
1818,-1,17,3305107,13*19*13381,0,0
1818,-1,19,3305105,5*233*2837,0,0
1818,-1,23,3305101,29*113969,0,1
1818,-1,29,3305095,5*661019,0,0
1818,-1,31,3305093,11*300463,0,1
1818,-1,37,3305087,47*70321,0,1
1818,-1,41,3305083,223*14821,0,1
1818,-1,43,3305081,13*97*2621,0,0
1820,1,3,3312403,19*174337,0,1
1820,1,5,3312405,3*3*5*73609,0,0
1820,1,7,3312407,7*473201,0,1
1820,1,11,3312411,3*1104137,0,0
1820,1,13,3312413,13*67*3803,0,0
1820,1,17,3312417,3*1104139,0,0
1820,1,19,3312419,11*43*47*149,0,0
1820,1,23,3312423,3*3*368047,0,0
1820,1,29,3312429,3*877*1259,0,0
1820,1,31,3312431,41*173*467,0,0
1820,1,37,3312437,23*59*2441,0,0
1820,1,41,3312441,3*3*3*11*19*587,0,0
1820,1,43,3312443,31*106853,0,1
1820,-1,3,3312397,11*301127,0,1
1820,-1,5,3312395,5*179*3701,0,0
1820,-1,7,3312393,3*7*157733,0,0
1820,-1,11,3312389,3312389,1,1
1820,-1,13,3312387,3*3*3*13*9437,0,0
1820,-1,17,3312383,3312383,1,1
1820,-1,19,3312381,3*31*35617,0,0
1820,-1,23,3312377,103*32159,0,1
1820,-1,29,3312371,571*5801,0,1
1820,-1,31,3312369,3*3*113*3257,0,0
1820,-1,37,3312363,3*71*15551,0,0
1820,-1,41,3312359,349*9491,0,1
1820,-1,43,3312357,3*1104119,0,0
1822,1,3,3319687,7*474241,0,1
1822,1,5,3319689,3*1106563,0,0
1822,1,7,3319691,631*5261,0,1
1822,1,11,3319695,3*3*5*73771,0,0
1822,1,13,3319697,31*173*619,0,0
1822,1,17,3319701,3*7*7*11*2053,0,0
1822,1,19,3319703,3319703,1,1
1822,1,23,3319707,3*1106569,0,0
1822,1,29,3319713,3*3*368857,0,0
1822,1,31,3319715,5*7*94849,0,0
1822,1,37,3319721,181*18341,0,1
1822,1,41,3319725,3*5*5*44263,0,0
1822,1,43,3319727,3319727,1,1
1822,-1,3,3319681,61*54421,0,1
1822,-1,5,3319679,11*301789,0,1
1822,-1,7,3319677,3*3*3*37*3323,0,0
1822,-1,11,3319673,7*359*1321,0,0
1822,-1,13,3319671,3*131*8447,0,0
1822,-1,17,3319667,13*13*13*1511,0,0
1822,-1,19,3319665,3*5*221311,0,0
1822,-1,23,3319661,19*379*461,0,0
1822,-1,29,3319655,5*53*12527,0,0
1822,-1,31,3319653,3*127*8713,0,0
1822,-1,37,3319647,3*41*137*197,0,0
1822,-1,41,3319643,43*77201,0,1
1822,-1,43,3319641,3*3*13*17*1669,0,0
1824,1,3,3326979,3*1108993,0,0
1824,1,5,3326981,7*475283,0,1
1824,1,7,3326983,11*151*2003,0,0
1824,1,11,3326987,157*21191,0,1
1824,1,13,3326989,47*71*997,0,0
1824,1,17,3326993,163*20411,0,1
1824,1,19,3326995,5*7*19*5003,0,0
1824,1,23,3326999,13*255923,0,1
1824,1,29,3327005,5*11*241*251,0,0
1824,1,31,3327007,109*131*233,0,0
1824,1,37,3327013,31*107323,0,1
1824,1,41,3327017,349*9533,0,1
1824,1,43,3327019,17*23*67*127,0,0
1824,-1,3,3326973,3*13*23*3709,0,0
1824,-1,5,3326971,3326971,1,1
1824,-1,7,3326969,53*62773,0,1
1824,-1,11,3326965,5*139*4787,0,0
1824,-1,13,3326963,173*19231,0,1
1824,-1,17,3326959,307*10837,0,1
1824,-1,19,3326957,19*175103,0,1
1824,-1,23,3326953,7*7*43*1579,0,0
1824,-1,29,3326947,13*255919,0,1
1824,-1,31,3326945,5*41*16229,0,0
1824,-1,37,3326939,7*11*43207,0,0
1824,-1,41,3326935,5*665387,0,0
1824,-1,43,3326933,3326933,1,1
1826,1,3,3334279,13*256483,0,1
1826,1,5,3334281,3*1111427,0,0
1826,1,7,3334283,53*53*1187,0,0
1826,1,11,3334287,3*11*23*23*191,0,0
1826,1,13,3334289,7*239*1993,0,0
1826,1,17,3334293,3*3*370477,0,0
1826,1,19,3334295,5*17*39227,0,0
1826,1,23,3334299,3*1111433,0,0
1826,1,29,3334305,3*5*13*17099,0,0
1826,1,31,3334307,3334307,1,1
1826,1,37,3334313,101*33013,0,1
1826,1,41,3334317,3*7*158777,0,0
1826,1,43,3334319,479*6961,0,1
1826,-1,3,3334273,3334273,1,1
1826,-1,5,3334271,3334271,1,1
1826,-1,7,3334269,3*1111423,0,0
1826,-1,11,3334265,5*11*60623,0,0
1826,-1,13,3334263,3*43*25847,0,0
1826,-1,17,3334259,1709*1951,0,1
1826,-1,19,3334257,3*3*3*123491,0,0
1826,-1,23,3334253,13*19*13499,0,0
1826,-1,29,3334247,7*373*1277,0,0
1826,-1,31,3334245,3*5*199*1117,0,0
1826,-1,37,3334239,3*3*370471,0,0
1826,-1,41,3334235,5*241*2767,0,0
1826,-1,43,3334233,3*7*179*887,0,0
1828,1,3,3341587,19*175873,0,1
1828,1,5,3341589,3*1113863,0,0
1828,1,7,3341591,11*303781,0,1
1828,1,11,3341595,3*5*222773,0,0
1828,1,13,3341597,7*53*9007,0,0
1828,1,17,3341601,3*3*3*23*5381,0,0
1828,1,19,3341603,3341603,1,1
1828,1,23,3341607,3*211*5279,0,0
1828,1,29,3341613,3*11*109*929,0,0
1828,1,31,3341615,5*71*9413,0,0
1828,1,37,3341621,79*42299,0,1
1828,1,41,3341625,3*5*5*5*7*19*67,0,0
1828,1,43,3341627,3341627,1,1
1828,-1,3,3341581,37*90313,0,1
1828,-1,5,3341579,3341579,1,1
1828,-1,7,3341577,3*1113859,0,0
1828,-1,11,3341573,43*77711,0,1
1828,-1,13,3341571,3*17*65521,0,0
1828,-1,17,3341567,137*24391,0,1
1828,-1,19,3341565,3*3*5*74257,0,0
1828,-1,23,3341561,3341561,1,1
1828,-1,29,3341555,5*7*7*23*593,0,0
1828,-1,31,3341553,3*97*11483,0,0
1828,-1,37,3341547,3*3*3*11*11251,0,0
1828,-1,41,3341543,431*7753,0,1
1828,-1,43,3341541,3*7*41*3881,0,0
1830,1,3,3348903,3*1116301,0,0
1830,1,5,3348905,5*7*7*13669,0,0
1830,1,7,3348907,37*90511,0,1
1830,1,11,3348911,53*179*353,0,0
1830,1,13,3348913,3348913,1,1
1830,1,17,3348917,11*11*13*2129,0,0
1830,1,19,3348919,7*478417,0,1
1830,1,23,3348923,997*3359,0,1
1830,1,29,3348929,3348929,1,1
1830,1,31,3348931,227*14753,0,1
1830,1,37,3348937,3348937,1,1
1830,1,41,3348941,1319*2539,0,1
1830,1,43,3348943,13*257611,0,1
1830,-1,3,3348897,3*347*3217,0,0
1830,-1,5,3348895,5*11*60889,0,0
1830,-1,7,3348893,3348893,1,1
1830,-1,11,3348889,79*42391,0,1
1830,-1,13,3348887,3348887,1,1
1830,-1,17,3348883,19*43*4099,0,0
1830,-1,19,3348881,17*196993,0,1
1830,-1,23,3348877,7*478411,0,1
1830,-1,29,3348871,1009*3319,0,1
1830,-1,31,3348869,23*145603,0,1
1830,-1,37,3348863,7*127*3767,0,0
1830,-1,41,3348859,821*4079,0,1
1830,-1,43,3348857,71*101*467,0,0
1832,1,3,3356227,7*479461,0,1
1832,1,5,3356229,3*23*127*383,0,0
1832,1,7,3356231,67*50093,0,1
1832,1,11,3356235,3*3*3*3*5*8287,0,0
1832,1,13,3356237,3356237,1,1
1832,1,17,3356241,3*7*71*2251,0,0
1832,1,19,3356243,11*305113,0,1
1832,1,23,3356247,3*1118749,0,0
1832,1,29,3356253,3*3*372917,0,0
1832,1,31,3356255,5*7*7*7*19*103,0,0
1832,1,37,3356261,1499*2239,0,1
1832,1,41,3356265,3*5*11*20341,0,0
1832,1,43,3356267,3356267,1,1
1832,-1,3,3356221,11*305111,0,1
1832,-1,5,3356219,41*109*751,0,0
1832,-1,7,3356217,3*3*19*19*1033,0,0
1832,-1,11,3356213,7*113*4243,0,0
1832,-1,13,3356211,3*1118737,0,0
1832,-1,17,3356207,863*3889,0,1
1832,-1,19,3356205,3*5*223747,0,0
1832,-1,23,3356201,1399*2399,0,1
1832,-1,29,3356195,5*227*2957,0,0
1832,-1,31,3356193,3*43*26017,0,0
1832,-1,37,3356187,3*691*1619,0,0
1832,-1,41,3356183,23*337*433,0,0
1832,-1,43,3356181,3*3*3*124303,0,0
1834,1,3,3363559,37*90907,0,1
1834,1,5,3363561,3*3*503*743,0,0
1834,1,7,3363563,7*480509,0,1
1834,1,11,3363567,3*1121189,0,0
1834,1,13,3363569,11*17*17987,0,0
1834,1,17,3363573,3*1121191,0,0
1834,1,19,3363575,5*5*83*1621,0,0
1834,1,23,3363579,3*3*3*124577,0,0
1834,1,29,3363585,3*5*224239,0,0
1834,1,31,3363587,3363587,1,1
1834,1,37,3363593,31*108503,0,1
1834,1,41,3363597,3*3*337*1109,0,0
1834,1,43,3363599,41*82039,0,1
1834,-1,3,3363553,1091*3083,0,1
1834,-1,5,3363551,19*211*839,0,0
1834,-1,7,3363549,3*7*160169,0,0
1834,-1,11,3363545,5*107*6287,0,0
1834,-1,13,3363543,3*3*23*16249,0,0
1834,-1,17,3363539,53*63463,0,1
1834,-1,19,3363537,3*1121179,0,0
1834,-1,23,3363533,643*5231,0,1
1834,-1,29,3363527,3363527,1,1
1834,-1,31,3363525,3*3*3*3*5*5*11*151,0,0
1834,-1,37,3363519,3*1121173,0,0
1834,-1,41,3363515,5*672703,0,0
1834,-1,43,3363513,3*19*59009,0,0
1836,1,3,3370899,3*7*43*3733,0,0
1836,1,5,3370901,1663*2027,0,1
1836,1,7,3370903,23*113*1297,0,0
1836,1,11,3370907,3370907,1,1
1836,1,13,3370909,31*108739,0,1
1836,1,17,3370913,7*13*17*2179,0,0
1836,1,19,3370915,5*674183,0,0
1836,1,23,3370919,3370919,1,1
1836,1,29,3370925,5*5*134837,0,0
1836,1,31,3370927,7*397*1213,0,0
1836,1,37,3370933,3370933,1,1
1836,1,41,3370937,3370937,1,1
1836,1,43,3370939,11*11*13*2143,0,0
1836,-1,3,3370893,3*1123631,0,0
1836,-1,5,3370891,1301*2591,0,1
1836,-1,7,3370889,139*24251,0,1
1836,-1,11,3370885,5*7*19*37*137,0,0
1836,-1,13,3370883,3370883,1,1
1836,-1,17,3370879,17*83*2389,0,0
1836,-1,19,3370877,3370877,1,1
1836,-1,23,3370873,11*29*10567,0,0
1836,-1,29,3370867,71*197*241,0,0
1836,-1,31,3370865,5*674173,0,0
1836,-1,37,3370859,1483*2273,0,1
1836,-1,41,3370855,5*419*1609,0,0
1836,-1,43,3370853,53*63601,0,1
1838,1,3,3378247,1237*2731,0,1
1838,1,5,3378249,3*3*7*53623,0,0
1838,1,7,3378251,71*47581,0,1
1838,1,11,3378255,3*5*225217,0,0
1838,1,13,3378257,17*19*10459,0,0
